Entity,Management 1,Management 2,Management 3,Management 4,Management 5,Date,Amount
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,1/1/22,583490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,1/1/22,110963
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,1/1/22,1099340
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,1/1/22,-65590
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,1/1/22,-32800
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,1/1/22,-65590
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,1/1/22,-32800
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,1/1/22,-327950
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,1/1/22,-65590
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,1/1/22,-65590
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,2/1/22,-818640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,2/1/22,-363840
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,2/1/22,-181920
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,2/1/22,-272880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,2/1/22,-109150
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,2/1/22,-72770
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,2/1/22,254500
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,2/1/22,1006640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,2/1/22,603930
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,2/1/22,111997
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,2/1/22,1047510
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,2/1/22,-66600
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,2/1/22,-33300
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,2/1/22,-66600
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,2/1/22,-33300
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,2/1/22,-332980
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,2/1/22,-66600
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,2/1/22,-66600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,3/1/22,-813050
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,3/1/22,-361360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,3/1/22,-180680
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,3/1/22,-271020
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,3/1/22,-108410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,3/1/22,-72270
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,3/1/22,245990
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,3/1/22,946290
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,3/1/22,606250
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,3/1/22,117830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,3/1/22,1074370
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,3/1/22,-66140
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,3/1/22,-33070
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,3/1/22,-66140
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,3/1/22,-33070
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,3/1/22,-330700
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,3/1/22,-66140
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,3/1/22,-66140
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,4/1/22,-844640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,4/1/22,-375390
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,4/1/22,-187700
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,4/1/22,-281550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,4/1/22,-112620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,4/1/22,-75080
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,4/1/22,253120
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,4/1/22,941440
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,4/1/22,614650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,4/1/22,141193
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,4/1/22,1118950
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,4/1/22,-68710
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,4/1/22,-34360
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,4/1/22,-68710
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,4/1/22,-34360
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,4/1/22,-343550
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,4/1/22,-68710
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,4/1/22,-68710
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,5/1/22,-862080
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,5/1/22,-383150
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,5/1/22,-191570
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,5/1/22,-287360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,5/1/22,-114940
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,5/1/22,-76630
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,5/1/22,242970
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,5/1/22,994240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,5/1/22,623650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,5/1/22,158100
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,5/1/22,1085800
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,5/1/22,-70130
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,5/1/22,-35060
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,5/1/22,-70130
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,5/1/22,-35060
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,5/1/22,-350650
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,5/1/22,-70130
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,5/1/22,-70130
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,6/1/22,-879490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,6/1/22,-390880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,6/1/22,-195440
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,6/1/22,-293160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,6/1/22,-117270
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,6/1/22,-78180
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,6/1/22,257190
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,6/1/22,956250
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,6/1/22,634790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,6/1/22,197287
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,6/1/22,1049940
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,6/1/22,-71550
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,6/1/22,-35770
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,6/1/22,-71550
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,6/1/22,-35770
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,6/1/22,-357730
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,6/1/22,-71550
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,6/1/22,-71550
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,7/1/22,-853130
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,7/1/22,-379170
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,7/1/22,-189580
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,7/1/22,-284380
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,7/1/22,-113750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,7/1/22,-75830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,7/1/22,253610
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,7/1/22,950340
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,7/1/22,580470
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,7/1/22,161080
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,7/1/22,1117780
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,7/1/22,-69400
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,7/1/22,-34700
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,7/1/22,-69400
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,7/1/22,-34700
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,7/1/22,-347010
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,7/1/22,-69400
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,7/1/22,-69400
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,8/1/22,-864490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,8/1/22,-384220
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,8/1/22,-192110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,8/1/22,-288160
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,8/1/22,-115270
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,8/1/22,-76840
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,8/1/22,239990
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,8/1/22,972070
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,8/1/22,627660
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,8/1/22,175360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,8/1/22,1064720
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,8/1/22,-70330
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,8/1/22,-35160
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,8/1/22,-70330
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,8/1/22,-35160
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,8/1/22,-351630
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,8/1/22,-70330
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,8/1/22,-70330
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,9/1/22,-864130
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,9/1/22,-384060
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,9/1/22,-192030
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,9/1/22,-288040
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,9/1/22,-115220
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,9/1/22,-76810
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,9/1/22,238140
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,9/1/22,927060
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,9/1/22,615750
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,9/1/22,192623
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,9/1/22,1070260
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,9/1/22,-70300
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,9/1/22,-35150
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,9/1/22,-70300
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,9/1/22,-35150
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,9/1/22,-351480
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,9/1/22,-70300
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,9/1/22,-70300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,10/1/22,-914380
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,10/1/22,-406390
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,10/1/22,-203200
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,10/1/22,-304790
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,10/1/22,-121920
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,10/1/22,-81280
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,10/1/22,258080
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,10/1/22,926990
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,10/1/22,582240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,10/1/22,244967
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,10/1/22,1126290
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,10/1/22,-74380
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,10/1/22,-37190
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,10/1/22,-74380
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,10/1/22,-37190
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,10/1/22,-371920
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,10/1/22,-74380
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,10/1/22,-74380
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,11/1/22,-956190
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,11/1/22,-424970
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,11/1/22,-212490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,11/1/22,-318730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,11/1/22,-127490
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,11/1/22,-84990
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,11/1/22,250820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,11/1/22,916770
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,11/1/22,608340
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,11/1/22,290580
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,11/1/22,1146730
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,11/1/22,-77780
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,11/1/22,-38890
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,11/1/22,-77780
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,11/1/22,-38890
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,11/1/22,-388920
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,11/1/22,-77780
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,11/1/22,-77780
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,12/1/22,-1043220
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,12/1/22,-463650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,12/1/22,-231830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,12/1/22,-347740
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,12/1/22,-139100
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,12/1/22,-92730
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,12/1/22,235570
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,12/1/22,959360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,12/1/22,622230
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,12/1/22,396377
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,12/1/22,1133480
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,12/1/22,-84870
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,12/1/22,-42430
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,12/1/22,-84870
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,12/1/22,-42430
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,12/1/22,-424330
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,12/1/22,-84870
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,12/1/22,-84870
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,1/1/23,-919070
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,1/1/23,-408480
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,1/1/23,-204240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,1/1/23,-306360
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,1/1/23,-122540
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,1/1/23,-81700
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,1/1/23,266600
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,1/1/23,1060830
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,1/1/23,654230
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,1/1/23,119110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,1/1/23,1244130
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,1/1/23,-75250
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,1/1/23,-37620
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,1/1/23,-75250
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,1/1/23,-37620
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,1/1/23,-376230
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,1/1/23,-75250
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,1/1/23,-75250
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,2/1/23,-921120
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,2/1/23,-409390
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,2/1/23,-204690
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,2/1/23,-307040
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,2/1/23,-122820
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,2/1/23,-81880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,2/1/23,258300
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,2/1/23,1083240
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,2/1/23,633950
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,2/1/23,128703
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,2/1/23,1229520
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,2/1/23,-75410
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,2/1/23,-37710
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,2/1/23,-75410
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,2/1/23,-37710
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,2/1/23,-377070
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,2/1/23,-75410
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,2/1/23,-75410
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,3/1/23,-889960
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,3/1/23,-395540
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,3/1/23,-197770
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,3/1/23,-296650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,3/1/23,-118660
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,3/1/23,-79110
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,3/1/23,259620
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Laptops,3/1/23,1027400
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,3/1/23,637140
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,3/1/23,128537
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,TVs,3/1/23,1159860
Apex Electronics NZ,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,3/1/23,-72860
Apex Electronics NZ,Income Statement,EBITDA,Opex,G&A,Other G&A,3/1/23,-36430
Apex Electronics NZ,Income Statement,EBITDA,Opex,Logistics,Distribution,3/1/23,-72860
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Benefits,3/1/23,-36430
Apex Electronics NZ,Income Statement,EBITDA,Opex,People,Salaries & Wages,3/1/23,-364310
Apex Electronics NZ,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,3/1/23,-72860
Apex Electronics NZ,Income Statement,EBITDA,Opex,Technology,IT & Cloud,3/1/23,-72860
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,4/1/23,-929650
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,4/1/23,-413180
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,4/1/23,-206590
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,4/1/23,-309880
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,4/1/23,-123950
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,4/1/23,-82640
Apex Electronics NZ,Income Statement,EBITDA,Gross Profit,Sales,Accessories,4/1/23,280130
